path,label,domain,record_id,split
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0534_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0534_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0535_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0535_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0536_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0536_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0537_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0537_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0538_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0538_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0539_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0539_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0540_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0540_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0541_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0541_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0542_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0542_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0543_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0543_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0544_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0544_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0545_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0545_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0546_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0546_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0547_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0547_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0548_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0548_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0549_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0549_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0550_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0550_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0551_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0551_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0552_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0552_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0553_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0553_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0554_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0554_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0555_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0555_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0556_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0556_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0557_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0557_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0558_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0558_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0559_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0559_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0560_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0560_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0561_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0561_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0562_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0562_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0563_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0563_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0564_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0564_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0565_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0565_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0566_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0566_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0567_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0567_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0568_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0568_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0569_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0569_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0570_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0570_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0571_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0571_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0572_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0572_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0573_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0573_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0574_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0574_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0575_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0575_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0576_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0576_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0577_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0577_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0578_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0578_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0579_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0579_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0580_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0580_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0581_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0581_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0582_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0582_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0583_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0583_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0584_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0584_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0585_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0585_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0586_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0586_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0587_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0587_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0588_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0588_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0589_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0589_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0590_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0590_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0591_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0591_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0592_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0592_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0593_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0593_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0594_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0594_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0595_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0595_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0596_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0596_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0597_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0597_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0598_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0598_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0599_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0599_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0600_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0600_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0601_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0601_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0602_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0602_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0603_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0603_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0604_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0604_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0605_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0605_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0606_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0606_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0607_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0607_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0608_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0608_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0609_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0609_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0610_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0610_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0611_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0611_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0612_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0612_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0613_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0613_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0614_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0614_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0615_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0615_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0616_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0616_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0617_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0617_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0618_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0618_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0619_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0619_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0620_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0620_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0621_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0621_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0622_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0622_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0623_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0623_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0624_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0624_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0625_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0625_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0626_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0626_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0627_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0627_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0628_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0628_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0629_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0629_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0630_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0630_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0631_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0631_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0632_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0632_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0633_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0633_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0634_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0634_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0635_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0635_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0636_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0636_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0637_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0637_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0638_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0638_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0639_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0639_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0640_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0640_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0641_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0641_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0642_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0642_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0643_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0643_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0644_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0644_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0645_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0645_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0646_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0646_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0647_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0647_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0648_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0648_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0649_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0649_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0650_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0650_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0651_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0651_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0652_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0652_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0653_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0653_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0654_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0654_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0655_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0655_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0656_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0656_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0657_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0657_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0658_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0658_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0659_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0659_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0660_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0660_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0661_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0661_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0662_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0662_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0663_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0663_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0664_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0664_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0665_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0665_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0666_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0666_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0667_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0667_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0668_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0668_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0669_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0669_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0670_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0670_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0671_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0671_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0672_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0672_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0673_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0673_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0674_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0674_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0675_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0675_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0676_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0676_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0677_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0677_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0678_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0678_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0679_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0679_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0680_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0680_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0681_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0681_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0682_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0682_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0683_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0683_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0684_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0684_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0685_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0685_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0686_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0686_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0687_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0687_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0688_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0688_strength_1_ambient,train
